Date,PX_LAST,PX_BID
8/10/2023,4.1055,4.1113
8/9/2023,4.0081,4.0182
8/8/2023,4.022,4.0301
8/7/2023,4.0885,4.0966
8/4/2023,4.0338,4.0398
8/3/2023,4.1751,4.1812
8/2/2023,4.0775,4.0856
8/1/2023,4.023,4.029
7/31/2023,3.9588,3.9648
7/28/2023,3.9507,3.9546
7/27/2023,3.9982,4.0062
7/26/2023,3.8668,3.8727
7/25/2023,3.8845,3.8904
7/24/2023,3.8725,3.8764
7/21/2023,3.8349,3.8428
7/20/2023,3.8503,3.8562
7/19/2023,3.7483,3.7522
7/18/2023,3.7853,3.7912
7/17/2023,3.8068,3.8127
7/14/2023,3.8322,3.8361
7/13/2023,3.7634,3.7692
7/12/2023,3.8573,3.8633
7/11/2023,3.97,3.974
7/10/2023,3.9938,3.9998
7/7/2023,4.0616,4.0737
7/6/2023,4.0291,4.0351
7/5/2023,3.9315,3.9355
7/4/2023,3.8545,3.8604
7/3/2023,3.8545,3.8604
6/30/2023,3.8367,3.8425
6/29/2023,3.8383,3.8442
6/28/2023,3.7078,3.7117
6/27/2023,3.7639,3.7698
6/26/2023,3.7212,3.7251
6/23/2023,3.7347,3.7366
6/22/2023,3.7946,3.7985
6/21/2023,3.7189,3.7247
6/20/2023,3.7207,3.7265
6/19/2023,3.7613,3.771
6/16/2023,3.7613,3.771
6/15/2023,3.7165,3.7223
6/14/2023,3.7862,3.792
6/13/2023,3.8133,3.8191
6/12/2023,3.7356,3.7414
6/9/2023,3.7394,3.7471
6/8/2023,3.7179,3.7218
6/7/2023,3.7952,3.8011
6/6/2023,3.6602,3.664
6/5/2023,3.6831,3.6869
6/2/2023,3.6907,3.6984
6/1/2023,3.595,3.6007
5/31/2023,3.6426,3.6502
5/30/2023,3.6866,3.6904
5/29/2023,3.7983,3.8022
5/26/2023,3.7983,3.8022
5/25/2023,3.8174,3.8232
5/24/2023,3.7419,3.7477
5/23/2023,3.6919,3.6976
5/22/2023,3.7148,3.7206
5/19/2023,3.6726,3.6784
5/18/2023,3.6457,3.6514
5/17/2023,3.5641,3.5698
5/16/2023,3.5339,3.5414
5/15/2023,3.5019,3.5075
5/12/2023,3.4625,3.47
5/11/2023,3.3843,3.3898
5/10/2023,3.4426,3.4445
5/9/2023,3.5186,3.5243
5/8/2023,3.5072,3.5129
5/5/2023,3.437,3.4427
5/4/2023,3.3787,3.3824
5/3/2023,3.3356,3.3449
5/2/2023,3.4239,3.4295
5/1/2023,3.5681,3.5719
4/28/2023,3.422,3.4277
4/27/2023,3.5204,3.5261
4/26/2023,3.4485,3.4523
4/25/2023,3.3996,3.4052
4/24/2023,3.4901,3.4958
4/21/2023,3.5718,3.5756
4/20/2023,3.5318,3.5375
4/19/2023,3.5908,3.5947
4/18/2023,3.5756,3.5813
4/17/2023,3.6004,3.6042
4/14/2023,3.5128,3.5185
4/13/2023,3.4449,3.4506
4/12/2023,3.3906,3.3962
4/11/2023,3.4262,3.4299
4/10/2023,3.4168,3.4224
4/7/2023,3.3906,3.4
4/6/2023,3.305,3.3106
4/5/2023,3.3108,3.3145
4/4/2023,3.3387,3.3442
4/3/2023,3.4114,3.4189
3/31/2023,3.4676,3.4714
3/30/2023,3.5488,3.5545
3/29/2023,3.5639,3.5696
3/28/2023,3.5696,3.5734
3/27/2023,3.5299,3.5355
3/24/2023,3.3762,3.3799
3/23/2023,3.4266,3.4322
3/22/2023,3.4341,3.4397
3/21/2023,3.6094,3.6151
3/20/2023,3.4847,3.4903
3/17/2023,3.4286,3.436
3/16/2023,3.577,3.5846
3/15/2023,3.4548,3.4604
3/14/2023,3.6892,3.6969
3/13/2023,3.5732,3.577
3/10/2023,3.6987,3.7025
3/9/2023,3.9032,3.9091
3/8/2023,3.9913,3.9972
3/7/2023,3.9637,3.9696
3/6/2023,3.9577,3.9636
3/3/2023,3.9517,3.9576
3/2/2023,4.0556,4.0616
3/1/2023,3.9925,3.9984
2/28/2023,3.92,3.9259
2/27/2023,3.9141,3.918
2/24/2023,3.9432,3.9511
2/23/2023,3.8768,3.8846
2/22/2023,3.9156,3.9214
2/21/2023,3.9525,3.9584
2/20/2023,3.8148,3.8244
2/17/2023,3.8148,3.8244
2/16/2023,3.8608,3.8666
2/15/2023,3.8049,3.8106
2/14/2023,3.7435,3.7492
2/13/2023,3.7016,3.7054
2/10/2023,3.732,3.7454
2/9/2023,3.6579,3.6636
2/8/2023,3.6098,3.6191
2/7/2023,3.6735,3.6792
2/6/2023,3.6399,3.6455
2/3/2023,3.5246,3.5283
2/2/2023,3.3927,3.3982
2/1/2023,3.4166,3.424
1/31/2023,3.5069,3.5142
1/30/2023,3.5366,3.5421
1/27/2023,3.5035,3.5071
1/26/2023,3.4947,3.5076
1/25/2023,3.4416,3.4471
1/24/2023,3.4527,3.4564
1/23/2023,3.5098,3.5209
1/20/2023,3.4787,3.4842
1/19/2023,3.3915,3.3951
1/18/2023,3.3698,3.3753
1/17/2023,3.5476,3.555
1/16/2023,3.5035,3.5072
1/13/2023,3.5035,3.5072
1/12/2023,3.44,3.4491
1/11/2023,3.5392,3.5447
1/10/2023,3.6188,3.6244
1/9/2023,3.5321,3.5395
1/6/2023,3.558,3.5617
1/5/2023,3.7181,3.7219
1/4/2023,3.6827,3.6883
1/3/2023,3.7389,3.7427
1/2/2023,3.8748,3.8786
12/30/2022,3.8748,3.8786
12/29/2022,3.8145,3.8202
12/28/2022,3.8827,3.8865
12/27/2022,3.8411,3.8468
12/26/2022,3.7472,3.7509
12/23/2022,3.7472,3.7509
12/22/2022,3.6786,3.6841
12/21/2022,3.662,3.6657
12/20/2022,3.6825,3.6899
12/19/2022,3.5846,3.5901
12/16/2022,3.4822,3.4932
12/15/2022,3.4463,3.4518
12/14/2022,3.4774,3.4828
12/13/2022,3.5012,3.5048
12/12/2022,3.6113,3.615
12/9/2022,3.5783,3.5856
12/8/2022,3.4819,3.4856
12/7/2022,3.4169,3.4205
12/6/2022,3.5314,3.5351
12/5/2022,3.5736,3.5791
12/2/2022,3.4862,3.4916
12/1/2022,3.5048,3.5103
11/30/2022,3.6054,3.6091
11/29/2022,3.7441,3.7478
11/28/2022,3.6812,3.6849
11/25/2022,3.6776,3.6868
11/24/2022,3.6927,3.6982
11/23/2022,3.6927,3.6982
11/22/2022,3.7559,3.7578
11/21/2022,3.8269,3.8325
11/18/2022,3.8288,3.8307
11/17/2022,3.7657,3.7713
11/16/2022,3.6899,3.6936
11/15/2022,3.7696,3.7752
11/14/2022,3.8536,3.8574
11/11/2022,3.8125,3.8162
11/10/2022,3.8125,3.8162
11/9/2022,4.0923,4.0986
11/8/2022,4.1234,4.1297
11/7/2022,4.2135,4.2177
